Primary analytical & method-specific metadata,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
METHOD IDENTIFICATION,,ANALYTICAL PROCEDURE,,,,,,ANALYTICAL ACCURACY & REPRODUCIBILITY ,,,,,DETECTION LIMIT,,TOTAL PROCEDURAL BLANK,,FRACTIONATION CORRECTION (ONLY FOR ISOTOPIC ANALYSES),,,,,NORMALIZATION,,
"Method code
[citation code][ _ ][A], [B] ; etc.",PARAMETER,Technique,Instrument,Laboratory,Analyst,Analysis date,Analysis comment,Reference sample name,Reference sample measured value,Reference uncertainty,Reference uncertainty unit,Number of measurements,Detection limit,Unit,Blank value,Unit,Parameter,Reference sample name,Value used for fractionation correction,Reference sample accepted value,Citation,Reference sample name,Reference sample accepted value,Citation
must match codes in TAB 2 COL AM,must match parameters in TAB 3 COL AN-ES,see drop-down list,,,,,,,,standard deviation,,leave blank if 1,,e.g. ppm,,e.g. ppm,e.g. Nd146_Nd144,e.g. La Jolla,e.g. 0.7219,i.e. from literature,if known,if applicable,,e.g. USGS
Winterhoff-2007-PHD_A,FEO,WD-XRF,Rigaku 3370,Washington State University,,,Methods described in Johnson et al. Advances in X-ray Analysis 41 (1999),,,,,,,,,,,,,,,,,
Winterhoff-2007-PHD_A,CAO,WD-XRF,Rigaku 3370,Washington State University,,,Methods described in Johnson et al. Advances in X-ray Analysis 41 (1999),,,,,,,,,,,,,,,,,
Winterhoff-2007-PHD_A,MGO,WD-XRF,Rigaku 3370,Washington State University,,,Methods described in Johnson et al. Advances in X-ray Analysis 41 (1999),,,,,,,,,,,,,,,,,
Winterhoff-2007-PHD_A,MNO,WD-XRF,Rigaku 3370,Washington State University,,,Methods described in Johnson et al. Advances in X-ray Analysis 41 (1999),,,,,,,,,,,,,,,,,
Winterhoff-2007-PHD_A,K2O,WD-XRF,Rigaku 3370,Washington State University,,,Methods described in Johnson et al. Advances in X-ray Analysis 41 (1999),,,,,,,,,,,,,,,,,
Winterhoff-2007-PHD_A,NA2O,WD-XRF,Rigaku 3370,Washington State University,,,Methods described in Johnson et al. Advances in X-ray Analysis 41 (1999),,,,,,,,,,,,,,,,,
Winterhoff-2007-PHD_A,P2O5,WD-XRF,Rigaku 3370,Washington State University,,,Methods described in Johnson et al. Advances in X-ray Analysis 41 (1999),,,,,,,,,,,,,,,,,
Winterhoff-2007-PHD_A,Ni,WD-XRF,Rigaku 3370,Washington State University,,,Methods described in Johnson et al. Advances in X-ray Analysis 41 (1999),,,,,,,,,,,,,,,,,
Winterhoff-2007-PHD_A,Cr,WD-XRF,Rigaku 3370,Washington State University,,,Methods described in Johnson et al. Advances in X-ray Analysis 41 (1999),,,,,,,,,,,,,,,,,
Winterhoff-2007-PHD_A,Sc,WD-XRF,Rigaku 3370,Washington State University,,,Methods described in Johnson et al. Advances in X-ray Analysis 41 (1999),,,,,,,,,,,,,,,,,
Winterhoff-2007-PHD_A,V,WD-XRF,Rigaku 3370,Washington State University,,,Methods described in Johnson et al. Advances in X-ray Analysis 41 (1999),,,,,,,,,,,,,,,,,
Winterhoff-2007-PHD_A,Ba,WD-XRF,Rigaku 3370,Washington State University,,,Methods described in Johnson et al. Advances in X-ray Analysis 41 (1999),,,,,,,,,,,,,,,,,
Winterhoff-2007-PHD_A,Rb,WD-XRF,Rigaku 3370,Washington State University,,,Methods described in Johnson et al. Advances in X-ray Analysis 41 (1999),,,,,,,,,,,,,,,,,
Winterhoff-2007-PHD_A,Sr,WD-XRF,Rigaku 3370,Washington State University,,,Methods described in Johnson et al. Advances in X-ray Analysis 41 (1999),,,,,,,,,,,,,,,,,
Winterhoff-2007-PHD_A,Y,WD-XRF,Rigaku 3370,Washington State University,,,Methods described in Johnson et al. Advances in X-ray Analysis 41 (1999),,,,,,,,,,,,,,,,,
Winterhoff-2007-PHD_A,Zr,WD-XRF,Rigaku 3370,Washington State University,,,Methods described in Johnson et al. Advances in X-ray Analysis 41 (1999),,,,,,,,,,,,,,,,,
Winterhoff-2007-PHD_A,Nb,WD-XRF,Rigaku 3370,Washington State University,,,Methods described in Johnson et al. Advances in X-ray Analysis 41 (1999),,,,,,,,,,,,,,,,,
Winterhoff-2007-PHD_A,Ga,WD-XRF,Rigaku 3370,Washington State University,,,Methods described in Johnson et al. Advances in X-ray Analysis 41 (1999),,,,,,,,,,,,,,,,,
Winterhoff-2007-PHD_A,Cu,WD-XRF,Rigaku 3370,Washington State University,,,Methods described in Johnson et al. Advances in X-ray Analysis 41 (1999),,,,,,,,,,,,,,,,,
Winterhoff-2007-PHD_A,Zn,WD-XRF,Rigaku 3370,Washington State University,,,Methods described in Johnson et al. Advances in X-ray Analysis 41 (1999),,,,,,,,,,,,,,,,,
Winterhoff-2007-PHD_A,Pb,WD-XRF,Rigaku 3370,Washington State University,,,Methods described in Johnson et al. Advances in X-ray Analysis 41 (1999),,,,,,,,,,,,,,,,,
Winterhoff-2007-PHD_A,La,WD-XRF,Rigaku 3370,Washington State University,,,Methods described in Johnson et al. Advances in X-ray Analysis 41 (1999),,,,,,,,,,,,,,,,,
Winterhoff-2007-PHD_A,Ce,WD-XRF,Rigaku 3370,Washington State University,,,Methods described in Johnson et al. Advances in X-ray Analysis 41 (1999),,,,,,,,,,,,,,,,,
Winterhoff-2007-PHD_A,Th,WD-XRF,Rigaku 3370,Washington State University,,,Methods described in Johnson et al. Advances in X-ray Analysis 41 (1999),,,,,,,,,,,,,,,,,
Winterhoff-2007-PHD_A,Nd,WD-XRF,Rigaku 3370,Washington State University,,,Methods described in Johnson et al. Advances in X-ray Analysis 41 (1999),,,,,,,,,,,,,,,,,
Rolett-1997-Voyaging_A,SiO2,WD-XRF,Siemens 303AS,University of Hawai‘i at Manoa,"Sinton, John",,Methods described in Norrish and Hutton. Geochem & Cosmo. Acta 33 (1969),,,,,,,,,,,,,,,,,
Rolett-1997-Voyaging_A,TiO2,WD-XRF,Siemens 303AS,University of Hawai‘i at Manoa,"Sinton, John",,Methods described in Norrish and Hutton. Geochem & Cosmo. Acta 33 (1969),,,,,,,,,,,,,,,,,
Rolett-1997-Voyaging_A,Al2O3,WD-XRF,Siemens 303AS,University of Hawai‘i at Manoa,"Sinton, John",,Methods described in Norrish and Hutton. Geochem & Cosmo. Acta 33 (1969),,,,,,,,,,,,,,,,,
Rolett-1997-Voyaging_A,Fe2O3,WD-XRF,Siemens 303AS,University of Hawai‘i at Manoa,"Sinton, John",,Methods described in Norrish and Hutton. Geochem & Cosmo. Acta 33 (1969),,,,,,,,,,,,,,,,,
Rolett-1997-Voyaging_A,CaO,WD-XRF,Siemens 303AS,University of Hawai‘i at Manoa,"Sinton, John",,Methods described in Norrish and Hutton. Geochem & Cosmo. Acta 33 (1969),,,,,,,,,,,,,,,,,
Rolett-1997-Voyaging_A,MgO,WD-XRF,Siemens 303AS,University of Hawai‘i at Manoa,"Sinton, John",,Methods described in Norrish and Hutton. Geochem & Cosmo. Acta 33 (1969),,,,,,,,,,,,,,,,,
Rolett-1997-Voyaging_A,MnO,WD-XRF,Siemens 303AS,University of Hawai‘i at Manoa,"Sinton, John",,Methods described in Norrish and Hutton. Geochem & Cosmo. Acta 33 (1969),,,,,,,,,,,,,,,,,
Rolett-1997-Voyaging_A,K2O,WD-XRF,Siemens 303AS,University of Hawai‘i at Manoa,"Sinton, John",,Methods described in Norrish and Hutton. Geochem & Cosmo. Acta 33 (1969),,,,,,,,,,,,,,,,,
Rolett-1997-Voyaging_A,Na2O,WD-XRF,Siemens 303AS,University of Hawai‘i at Manoa,"Sinton, John",,Methods described in Norrish and Hutton. Geochem & Cosmo. Acta 33 (1969),,,,,,,,,,,,,,,,,
Rolett-1997-Voyaging_A,P2O5,WD-XRF,Siemens 303AS,University of Hawai‘i at Manoa,"Sinton, John",,Methods described in Norrish and Hutton. Geochem & Cosmo. Acta 33 (1969),,,,,,,,,,,,,,,,,
Weisler-1998-CurrAnth_A,SiO2,WD-XRF,Rigaku 3370,Washington State University,"Hooper, Peter",,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",BCR-1,55.16,,,,,,,,,,,,,,,
Weisler-1998-CurrAnth_A,TiO2,WD-XRF,Rigaku 3370,Washington State University,"Hooper, Peter",,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",BCR-1,13.66,,,,,,,,,,,,,,,
Weisler-1998-CurrAnth_A,Al2O3,WD-XRF,Rigaku 3370,Washington State University,"Hooper, Peter",,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",BCR-1,2.285,,,,,,,,,,,,,,,
Weisler-1998-CurrAnth_A,FeO,WD-XRF,Rigaku 3370,Washington State University,"Hooper, Peter",,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",BCR-1,12.48,,,,,,,,,,,,,,,
Weisler-1998-CurrAnth_A,MnO,WD-XRF,Rigaku 3370,Washington State University,"Hooper, Peter",,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",BCR-1,0.184,,,,,,,,,,,,,,,
Weisler-1998-CurrAnth_A,CaO,WD-XRF,Rigaku 3370,Washington State University,"Hooper, Peter",,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",BCR-1,7.04,,,,,,,,,,,,,,,
Weisler-1998-CurrAnth_A,MgO,WD-XRF,Rigaku 3370,Washington State University,"Hooper, Peter",,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",BCR-1,3.45,,,,,,,,,,,,,,,
Weisler-1998-CurrAnth_A,K2O,WD-XRF,Rigaku 3370,Washington State University,"Hooper, Peter",,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",BCR-1,1.75,,,,,,,,,,,,,,,
Weisler-1998-CurrAnth_A,Na2O,WD-XRF,Rigaku 3370,Washington State University,"Hooper, Peter",,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",BCR-1,3.42,,,,,,,,,,,,,,,
Weisler-1998-CurrAnth_A,P2O5,WD-XRF,Rigaku 3370,Washington State University,"Hooper, Peter",,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",BCR-1,0.37,,,,,,,,,,,,,,,
Weisler-1998-CurrAnth_A,Ni,WD-XRF,Rigaku 3370,Washington State University,"Hooper, Peter",,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",BCR-1,3.0,,,,,,,,,,,,,,,
Weisler-1998-CurrAnth_A,Cr,WD-XRF,Rigaku 3370,Washington State University,"Hooper, Peter",,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",BCR-1,23.0,,,,,,,,,,,,,,,
Weisler-1998-CurrAnth_A,Sc,WD-XRF,Rigaku 3370,Washington State University,"Hooper, Peter",,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",BCR-1,30.0,,,,,,,,,,,,,,,
Weisler-1998-CurrAnth_A,V,WD-XRF,Rigaku 3370,Washington State University,"Hooper, Peter",,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",BCR-1,396.0,,,,,,,,,,,,,,,
Weisler-1998-CurrAnth_A,Ba,WD-XRF,Rigaku 3370,Washington State University,"Hooper, Peter",,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",BCR-1,669.0,,,,,,,,,,,,,,,
Weisler-1998-CurrAnth_A,Rb,WD-XRF,Rigaku 3370,Washington State University,"Hooper, Peter",,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",BCR-1,49.0,,,,,,,,,,,,,,,
Weisler-1998-CurrAnth_A,Sr,WD-XRF,Rigaku 3370,Washington State University,"Hooper, Peter",,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",BCR-1,327.0,,,,,,,,,,,,,,,
Weisler-1998-CurrAnth_A,Zr,WD-XRF,Rigaku 3370,Washington State University,"Hooper, Peter",,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",BCR-1,178.0,,,,,,,,,,,,,,,
Weisler-1998-CurrAnth_A,Y,WD-XRF,Rigaku 3370,Washington State University,"Hooper, Peter",,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",BCR-1,36.0,,,,,,,,,,,,,,,
Weisler-1998-CurrAnth_A,Nb,WD-XRF,Rigaku 3370,Washington State University,"Hooper, Peter",,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",BCR-1,13.0,,,,,,,,,,,,,,,
Weisler-1998-CurrAnth_A,Ga,WD-XRF,Rigaku 3370,Washington State University,"Hooper, Peter",,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",BCR-1,22.0,,,,,,,,,,,,,,,
Weisler-1998-CurrAnth_A,Cu,WD-XRF,Rigaku 3370,Washington State University,"Hooper, Peter",,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",BCR-1,10.0,,,,,,,,,,,,,,,
Weisler-1998-CurrAnth_A,Zn,WD-XRF,Rigaku 3370,Washington State University,"Hooper, Peter",,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",BCR-1,129.0,,,,,,,,,,,,,,,
Weisler-1998-CurrAnth_A,Pb,WD-XRF,Rigaku 3370,Washington State University,"Hooper, Peter",,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",BCR-1,12.0,,,,,,,,,,,,,,,
Weisler-1998-CurrAnth_A,La,WD-XRF,Rigaku 3370,Washington State University,"Hooper, Peter",,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",BCR-1,14.0,,,,,,,,,,,,,,,
Weisler-1998-CurrAnth_A,Ce,WD-XRF,Rigaku 3370,Washington State University,"Hooper, Peter",,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",BCR-1,54.0,,,,,,,,,,,,,,,
Weisler-1998-CurrAnth_A,Th,WD-XRF,Rigaku 3370,Washington State University,"Hooper, Peter",,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",BCR-1,7.0,,,,,,,,,,,,,,,
McAlister-2017-PO_A,SiO2,WD-XRF,Siemens SRS 3000,University of Auckland,"Wilmshurst, John",2005 - 2008,"Parker & Sheppard, in Weisler (ed) Prehistoric long-distance interaction in Oceania (1997)",,,,,,,,,,,,,,,,,
McAlister-2017-PO_A,TiO2,WD-XRF,Siemens SRS 3000,University of Auckland,"Wilmshurst, John",2005 - 2008,"Parker & Sheppard, in Weisler (ed) Prehistoric long-distance interaction in Oceania (1997)",,,,,,,,,,,,,,,,,
McAlister-2017-PO_A,Al2O3,WD-XRF,Siemens SRS 3000,University of Auckland,"Wilmshurst, John",2005 - 2008,"Parker & Sheppard, in Weisler (ed) Prehistoric long-distance interaction in Oceania (1997)",,,,,,,,,,,,,,,,,
McAlister-2017-PO_A,Fe2O3T,WD-XRF,Siemens SRS 3000,University of Auckland,"Wilmshurst, John",2005 - 2008,"Parker & Sheppard, in Weisler (ed) Prehistoric long-distance interaction in Oceania (1997)",,,,,,,,,,,,,,,,,
McAlister-2017-PO_A,MnO,WD-XRF,Siemens SRS 3000,University of Auckland,"Wilmshurst, John",2005 - 2008,"Parker & Sheppard, in Weisler (ed) Prehistoric long-distance interaction in Oceania (1997)",,,,,,,,,,,,,,,,,
McAlister-2017-PO_A,MgO,WD-XRF,Siemens SRS 3000,University of Auckland,"Wilmshurst, John",2005 - 2008,"Parker & Sheppard, in Weisler (ed) Prehistoric long-distance interaction in Oceania (1997)",,,,,,,,,,,,,,,,,
McAlister-2017-PO_A,CaO,WD-XRF,Siemens SRS 3000,University of Auckland,"Wilmshurst, John",2005 - 2008,"Parker & Sheppard, in Weisler (ed) Prehistoric long-distance interaction in Oceania (1997)",,,,,,,,,,,,,,,,,
McAlister-2017-PO_A,Na2O,WD-XRF,Siemens SRS 3000,University of Auckland,"Wilmshurst, John",2005 - 2008,"Parker & Sheppard, in Weisler (ed) Prehistoric long-distance interaction in Oceania (1997)",,,,,,,,,,,,,,,,,
McAlister-2017-PO_A,K2O,WD-XRF,Siemens SRS 3000,University of Auckland,"Wilmshurst, John",2005 - 2008,"Parker & Sheppard, in Weisler (ed) Prehistoric long-distance interaction in Oceania (1997)",,,,,,,,,,,,,,,,,
McAlister-2017-PO_A,P2O5,WD-XRF,Siemens SRS 3000,University of Auckland,"Wilmshurst, John",2005 - 2008,"Parker & Sheppard, in Weisler (ed) Prehistoric long-distance interaction in Oceania (1997)",,,,,,,,,,,,,,,,,
McAlister-2017-PO_A,Sc,WD-XRF,Siemens SRS 3000,University of Auckland,"Wilmshurst, John",2005 - 2008,"Parker & Sheppard, in Weisler (ed) Prehistoric long-distance interaction in Oceania (1997)",,,,,,,,,,,,,,,,,
McAlister-2017-PO_A,V,WD-XRF,Siemens SRS 3000,University of Auckland,"Wilmshurst, John",2005 - 2008,"Parker & Sheppard, in Weisler (ed) Prehistoric long-distance interaction in Oceania (1997)",,,,,,,,,,,,,,,,,
McAlister-2017-PO_A,Cr,WD-XRF,Siemens SRS 3000,University of Auckland,"Wilmshurst, John",2005 - 2008,"Parker & Sheppard, in Weisler (ed) Prehistoric long-distance interaction in Oceania (1997)",,,,,,,,,,,,,,,,,
McAlister-2017-PO_A,Ni,WD-XRF,Siemens SRS 3000,University of Auckland,"Wilmshurst, John",2005 - 2008,"Parker & Sheppard, in Weisler (ed) Prehistoric long-distance interaction in Oceania (1997)",,,,,,,,,,,,,,,,,
McAlister-2017-PO_A,Cu,WD-XRF,Siemens SRS 3000,University of Auckland,"Wilmshurst, John",2005 - 2008,"Parker & Sheppard, in Weisler (ed) Prehistoric long-distance interaction in Oceania (1997)",,,,,,,,,,,,,,,,,
McAlister-2017-PO_A,Zn,WD-XRF,Siemens SRS 3000,University of Auckland,"Wilmshurst, John",2005 - 2008,"Parker & Sheppard, in Weisler (ed) Prehistoric long-distance interaction in Oceania (1997)",,,,,,,,,,,,,,,,,
McAlister-2017-PO_A,Ga,WD-XRF,Siemens SRS 3000,University of Auckland,"Wilmshurst, John",2005 - 2008,"Parker & Sheppard, in Weisler (ed) Prehistoric long-distance interaction in Oceania (1997)",,,,,,,,,,,,,,,,,
McAlister-2017-PO_A,Rb,WD-XRF,Siemens SRS 3000,University of Auckland,"Wilmshurst, John",2005 - 2008,"Parker & Sheppard, in Weisler (ed) Prehistoric long-distance interaction in Oceania (1997)",,,,,,,,,,,,,,,,,
McAlister-2017-PO_A,Sr,WD-XRF,Siemens SRS 3000,University of Auckland,"Wilmshurst, John",2005 - 2008,"Parker & Sheppard, in Weisler (ed) Prehistoric long-distance interaction in Oceania (1997)",,,,,,,,,,,,,,,,,
McAlister-2017-PO_A,Y,WD-XRF,Siemens SRS 3000,University of Auckland,"Wilmshurst, John",2005 - 2008,"Parker & Sheppard, in Weisler (ed) Prehistoric long-distance interaction in Oceania (1997)",,,,,,,,,,,,,,,,,
McAlister-2017-PO_A,Zr,WD-XRF,Siemens SRS 3000,University of Auckland,"Wilmshurst, John",2005 - 2008,"Parker & Sheppard, in Weisler (ed) Prehistoric long-distance interaction in Oceania (1997)",,,,,,,,,,,,,,,,,
McAlister-2017-PO_A,Nb,WD-XRF,Siemens SRS 3000,University of Auckland,"Wilmshurst, John",2005 - 2008,"Parker & Sheppard, in Weisler (ed) Prehistoric long-distance interaction in Oceania (1997)",,,,,,,,,,,,,,,,,
McAlister-2017-PO_A,Ba,WD-XRF,Siemens SRS 3000,University of Auckland,"Wilmshurst, John",2005 - 2008,"Parker & Sheppard, in Weisler (ed) Prehistoric long-distance interaction in Oceania (1997)",,,,,,,,,,,,,,,,,
McAlister-2017-PO_A,La,WD-XRF,Siemens SRS 3000,University of Auckland,"Wilmshurst, John",2005 - 2008,"Parker & Sheppard, in Weisler (ed) Prehistoric long-distance interaction in Oceania (1997)",,,,,,,,,,,,,,,,,
McAlister-2017-PO_A,Ce,WD-XRF,Siemens SRS 3000,University of Auckland,"Wilmshurst, John",2005 - 2008,"Parker & Sheppard, in Weisler (ed) Prehistoric long-distance interaction in Oceania (1997)",,,,,,,,,,,,,,,,,
McAlister-2017-PO_A,Pb,WD-XRF,Siemens SRS 3000,University of Auckland,"Wilmshurst, John",2005 - 2008,"Parker & Sheppard, in Weisler (ed) Prehistoric long-distance interaction in Oceania (1997)",,,,,,,,,,,,,,,,,
McAlister-2017-PO_A,Th,WD-XRF,Siemens SRS 3000,University of Auckland,"Wilmshurst, John",2005 - 2008,"Parker & Sheppard, in Weisler (ed) Prehistoric long-distance interaction in Oceania (1997)",,,,,,,,,,,,,,,,,
McAlister-2017-PO_B,SiO2,ED-XRF,Bruker Tracer III SD,University of Auckland,"McAlister, Andrew",2016-2017,,JR-1,72.337426584418,,,,,,,,,,,,,,,
McAlister-2017-PO_B,K2O,ED-XRF,Bruker Tracer III SD,University of Auckland,"McAlister, Andrew",2016-2017,,JR-1,4.37781432531528,,,,,,,,,,,,,,,
McAlister-2017-PO_B,CaO,ED-XRF,Bruker Tracer III SD,University of Auckland,"McAlister, Andrew",2016-2017,,JR-1,0.681011198617716,,,,,,,,,,,,,,,
McAlister-2017-PO_B,TiO2,ED-XRF,Bruker Tracer III SD,University of Auckland,"McAlister, Andrew",2016-2017,,JR-1,0.0921288865916492,,,,,,,,,,,,,,,
McAlister-2017-PO_B,V,ED-XRF,Bruker Tracer III SD,University of Auckland,"McAlister, Andrew",2016-2017,,JR-1,<LOD,,,,,,,,,,,,,,,
McAlister-2017-PO_B,Cr,ED-XRF,Bruker Tracer III SD,University of Auckland,"McAlister, Andrew",2016-2017,,JR-1,4.49044396647944,,,,,,,,,,,,,,,
McAlister-2017-PO_B,Mn,ED-XRF,Bruker Tracer III SD,University of Auckland,"McAlister, Andrew",2016-2017,,JR-1,777.596431883918,,,,,,,,,,,,,,,
McAlister-2017-PO_B,FeOT,ED-XRF,Bruker Tracer III SD,University of Auckland,"McAlister, Andrew",2016-2017,,JR-1,0.962400386491647,,,,,,,,,,,,,,,
McAlister-2017-PO_B,Ni,ED-XRF,Bruker Tracer III SD,University of Auckland,"McAlister, Andrew",2016-2017,,JR-1,<LOD,,,,,,,,,,,,,,,
McAlister-2017-PO_B,Cu,ED-XRF,Bruker Tracer III SD,University of Auckland,"McAlister, Andrew",2016-2017,,JR-1,<LOD,,,,,,,,,,,,,,,
McAlister-2017-PO_B,Zn,ED-XRF,Bruker Tracer III SD,University of Auckland,"McAlister, Andrew",2016-2017,,JR-1,23.7795882093739,,,,,,,,,,,,,,,
McAlister-2017-PO_B,Pb,ED-XRF,Bruker Tracer III SD,University of Auckland,"McAlister, Andrew",2016-2017,,JR-1,25.6580476674488,,,,,,,,,,,,,,,
McAlister-2017-PO_B,Th,ED-XRF,Bruker Tracer III SD,University of Auckland,"McAlister, Andrew",2016-2017,,JR-1,12.68577,,,,,,,,,,,,,,,
McAlister-2017-PO_B,Rb,ED-XRF,Bruker Tracer III SD,University of Auckland,"McAlister, Andrew",2016-2017,,JR-1,259.301218544941,,,,,,,,,,,,,,,
McAlister-2017-PO_B,Sr,ED-XRF,Bruker Tracer III SD,University of Auckland,"McAlister, Andrew",2016-2017,,JR-1,32.29,,,,,,,,,,,,,,,
McAlister-2017-PO_B,Y,ED-XRF,Bruker Tracer III SD,University of Auckland,"McAlister, Andrew",2016-2017,,JR-1,44.5398688134232,,,,,,,,,,,,,,,
McAlister-2017-PO_B,Zr,ED-XRF,Bruker Tracer III SD,University of Auckland,"McAlister, Andrew",2016-2017,,JR-1,98.0542884650697,,,,,,,,,,,,,,,
McAlister-2017-PO_B,Nb,ED-XRF,Bruker Tracer III SD,University of Auckland,"McAlister, Andrew",2016-2017,,JR-1,17.8534040530269,,,,,,,,,,,,,,,
McAlister-2017-PO_B,SiO2,ED-XRF,Bruker Tracer III SD,University of Auckland,"McAlister, Andrew",2016-2017,,JR-2,69.940109318946,,,,,,,,,,,,,,,
McAlister-2017-PO_B,K2O,ED-XRF,Bruker Tracer III SD,University of Auckland,"McAlister, Andrew",2016-2017,,JR-2,4.3035343849235,,,,,,,,,,,,,,,
McAlister-2017-PO_B,CaO,ED-XRF,Bruker Tracer III SD,University of Auckland,"McAlister, Andrew",2016-2017,,JR-2,0.541763791478058,,,,,,,,,,,,,,,
McAlister-2017-PO_B,TiO2,ED-XRF,Bruker Tracer III SD,University of Auckland,"McAlister, Andrew",2016-2017,,JR-2,0.0347632467403964,,,,,,,,,,,,,,,
McAlister-2017-PO_B,V,ED-XRF,Bruker Tracer III SD,University of Auckland,"McAlister, Andrew",2016-2017,,JR-2,<LOD,,,,,,,,,,,,,,,
McAlister-2017-PO_B,Cr,ED-XRF,Bruker Tracer III SD,University of Auckland,"McAlister, Andrew",2016-2017,,JR-2,1.68797354769139,,,,,,,,,,,,,,,
McAlister-2017-PO_B,Mn,ED-XRF,Bruker Tracer III SD,University of Auckland,"McAlister, Andrew",2016-2017,,JR-2,881.9650789312,,,,,,,,,,,,,,,
McAlister-2017-PO_B,FeOT,ED-XRF,Bruker Tracer III SD,University of Auckland,"McAlister, Andrew",2016-2017,,JR-2,0.859252401675743,,,,,,,,,,,,,,,
McAlister-2017-PO_B,Ni,ED-XRF,Bruker Tracer III SD,University of Auckland,"McAlister, Andrew",2016-2017,,JR-2,<LOD,,,,,,,,,,,,,,,
McAlister-2017-PO_B,Cu,ED-XRF,Bruker Tracer III SD,University of Auckland,"McAlister, Andrew",2016-2017,,JR-2,<LOD,,,,,,,,,,,,,,,
McAlister-2017-PO_B,Zn,ED-XRF,Bruker Tracer III SD,University of Auckland,"McAlister, Andrew",2016-2017,,JR-2,27.094942766308,,,,,,,,,,,,,,,
McAlister-2017-PO_B,Pb,ED-XRF,Bruker Tracer III SD,University of Auckland,"McAlister, Andrew",2016-2017,,JR-2,21.6103033540209,,,,,,,,,,,,,,,
McAlister-2017-PO_B,Th,ED-XRF,Bruker Tracer III SD,University of Auckland,"McAlister, Andrew",2016-2017,,JR-2,10.8279,,,,,,,,,,,,,,,
McAlister-2017-PO_B,Rb,ED-XRF,Bruker Tracer III SD,University of Auckland,"McAlister, Andrew",2016-2017,,JR-2,303.713385057532,,,,,,,,,,,,,,,
McAlister-2017-PO_B,Sr,ED-XRF,Bruker Tracer III SD,University of Auckland,"McAlister, Andrew",2016-2017,,JR-2,10.703,,,,,,,,,,,,,,,
McAlister-2017-PO_B,Y,ED-XRF,Bruker Tracer III SD,University of Auckland,"McAlister, Andrew",2016-2017,,JR-2,49.4880941816547,,,,,,,,,,,,,,,
McAlister-2017-PO_B,Zr,ED-XRF,Bruker Tracer III SD,University of Auckland,"McAlister, Andrew",2016-2017,,JR-2,97.8699866644082,,,,,,,,,,,,,,,
McAlister-2017-PO_B,Nb,ED-XRF,Bruker Tracer III SD,University of Auckland,"McAlister, Andrew",2016-2017,,JR-2,20.06139338844,,,,,,,,,,,,,,,
Best-1992-JPS_A,SiO2,XRF,Phillips PW 1410 XRF SP,University of Auckland,"Sheppard, Peter; Parker, Robin ",,,?,?,,,,,,,,,,,,,,,
Best-1992-JPS_A,TiO2,XRF,Phillips PW 1410 XRF SP,University of Auckland,"Sheppard, Peter; Parker, Robin ",,,?,?,,,,,,,,,,,,,,,
Best-1992-JPS_A,Al2O3,XRF,Phillips PW 1410 XRF SP,University of Auckland,"Sheppard, Peter; Parker, Robin ",,,?,?,,,,,,,,,,,,,,,
Best-1992-JPS_A,Fe2O3,XRF,Phillips PW 1410 XRF SP,University of Auckland,"Sheppard, Peter; Parker, Robin ",,,?,?,,,,,,,,,,,,,,,
