SAMPLE IDENTIFICATION,,,,,LOCATION,,,,,,,PETROGRAPHIC DESCRIPTION,,ARTEFACT IDENTIFICATION,,,,,ARCHAEOLOGICAL COLLECTION,,,,,SITE IDENTIFICATION,,,,,,,INDIVIDUAL SAMPLE CONDITION AND PREPARATION,,,,,METHOD CODE,PARAMETER,SiO2,TiO2,Al2O3,Fe2O3,FeO,FeOT,CaO,MgO,MnO,K2O,Na2O,P2O5,Li,Be,B,C,CO2,F,Na,Mg,Al,P,S,Cl,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Rb,Sr,Y,Zr,Nb,Mo,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Th,U,Nd143_Nd144,Nd143_Nd144 SD value,Nd143_Nd144 SD sigma,Sr87_Sr86,Sr87_Sr86 SD value,Sr87_Sr86 SD sigma,Pb206_Pb204,Pb206_Pb204 SD value,Pb206_Pb204 SD sigma,Pb207_Pb204,Pb207_Pb204 SD value,Pb207_Pb204 SD sigma,Pb208_Pb204,Pb208_Pb204 SD value,Pb208_Pb204 SD sigma,Pb207_Pb206,Pb207_Pb206 SD value,Pb207_Pb206 SD sigma,Pb208_Pb206,Pb208_Pb206 SD value,Pb208_Pb206 SD sigma,Age,Age SD sigma
Citation code 1 [Data],Sample name,Pofatu ID,Sample category,Sample comment,Location 1,Location 2,Location 3,Location comment,Latitude,Longitude,Elevation,Petrography,Comments,Citation code 2 [Artefact],Artefact name,Artefact category,Artefact description,Artefact comments,Collector,Fieldwork,Fieldwork date,Collection storage location,Collection comment,Citation 3 [Site],Site name,Site code,Site context,Site comments,Stratigraphic position,Stratigraphy comments,Analyzed material 1,Analyzed material 2,Sample preparation,Chemical treatment,Number of replicates,"[citation code][ _ ][A], [B], etc.",UNIT,%,%,%,%,%,%,%,%,%,%,%,%,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,,,,,,,,,,,,,,,,,,,,,,Ma,
must match TAB 1 COL I,,RESERVED TO ADMIN,see drop-down list,,Archipelago,Island name,Locality,,,,,,,must match TAB 1 COL L,,see drop-down list,see drop-down list,,,Survey OR Excavation,,,,must match TAB 1 COL O,,,see drop-down list,,"Level, Square, etc.",,see drop-down list,see drop-down list,"e.g. crushed in agate mill, sieved at 500 microns",e.g. whole rock samples were dissolved in 0.1M HF + 5.0M HNO3,,must match TAB 5 COL A,Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1σ or 2σ,,,1σ or 2σ,,,1σ or 2σ,,,1σ or 2σ,,,1σ or 2σ,,,1σ or 2σ,,,1σ or 2σ,,2σ
Charleux-2014-JPA,Eiao-124,Charleux-2014-JPA_Eiao-124,SOURCE,Artefact used as source,MARQUESAS,EIAO,NA,,-8.0,-140.7,,,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,,Whole rock,Sample surface,,,,Charleux-2014-JPA_A,,,4.3,,11.8,,,9.1,,0.11,1.0,,,,,,,,,,,,,,,,,,,,0.0,,,,73.0,0.0,80.0,,,,,,21.0,619.5,,316.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charleux-2014-JPA,Eiao-125,Charleux-2014-JPA_Eiao-125,SOURCE,Artefact used as source,MARQUESAS,EIAO,NA,,-8.0,-140.7,,,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,,Whole rock,Sample surface,,,,Charleux-2014-JPA_A,,,4.2,,12.1,,,8.4,,0.1,0.9,,,,,,,,,,,,,,,,,,,,0.0,,,,59.0,21.0,90.0,,,,,,21.0,610.4,,314.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charleux-2014-JPA,Eiao-126,Charleux-2014-JPA_Eiao-126,SOURCE,Artefact used as source,MARQUESAS,EIAO,NA,,-8.0,-140.7,,,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,,Whole rock,Sample surface,,,,Charleux-2014-JPA_A,,,3.8,,11.0,,,7.9,,0.11,1.0,,,,,,,,,,,,,,,,,,,,0.0,,,,57.0,24.0,77.0,,,,,,24.0,594.1,,315.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charleux-2014-JPA,Eiao-127,Charleux-2014-JPA_Eiao-127,SOURCE,Artefact used as source,MARQUESAS,EIAO,NA,,-8.0,-140.7,,,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,,Whole rock,Sample surface,,,,Charleux-2014-JPA_A,,,4.2,,11.8,,,9.9,,0.12,1.1,,,,,,,,,,,,,,,,,,,,9.0,,,,55.0,17.0,83.0,,,,,,22.0,611.4,,314.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charleux-2014-JPA,Eiao-129,Charleux-2014-JPA_Eiao-129,SOURCE,Artefact used as source,MARQUESAS,EIAO,NA,,-8.0,-140.7,,,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,,Whole rock,Sample surface,,,,Charleux-2014-JPA_A,,,4.4,,11.0,,,8.9,,0.11,1.0,,,,,,,,,,,,,,,,,,,,0.0,,,,59.0,0.0,74.0,,,,,,24.0,606.3,,332.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charleux-2014-JPA,Eiao-130,Charleux-2014-JPA_Eiao-130,SOURCE,Artefact used as source,MARQUESAS,EIAO,NA,,-8.0,-140.7,,,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,,Whole rock,Sample surface,,,,Charleux-2014-JPA_A,,,3.8,,11.1,,,7.6,,0.09,1.2,,,,,,,,,,,,,,,,,,,,0.0,,,,97.0,50.0,77.0,,,,,,24.0,602.2,,319.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charleux-2014-JPA,Eiao-131,Charleux-2014-JPA_Eiao-131,SOURCE,Artefact used as source,MARQUESAS,EIAO,NA,,-8.0,-140.7,,,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,,Whole rock,Sample surface,,,,Charleux-2014-JPA_A,,,3.8,,12.5,,,7.8,,0.11,1.1,,,,,,,,,,,,,,,,,,,,0.0,,,,105.0,32.0,91.0,,,,,,25.0,599.2,,312.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charleux-2014-JPA,Eiao-133,Charleux-2014-JPA_Eiao-133,SOURCE,Artefact used as source,MARQUESAS,EIAO,NA,,-8.0,-140.7,,,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,,Whole rock,Sample surface,,,,Charleux-2014-JPA_A,,,4.0,,10.9,,,8.7,,0.1,1.1,,,,,,,,,,,,,,,,,,,,0.0,,,,85.0,25.0,74.0,,,,,,25.0,637.8,,320.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charleux-2014-JPA,Eiao-136,Charleux-2014-JPA_Eiao-136,SOURCE,Artefact used as source,MARQUESAS,EIAO,NA,,-8.0,-140.7,,,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,,Whole rock,Sample surface,,,,Charleux-2014-JPA_A,,,4.6,,11.1,,,8.1,,0.1,1.0,,,,,,,,,,,,,,,,,,,,50.0,,,,107.0,18.0,67.0,,,,,,18.0,624.6,,315.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charleux-2014-JPA,Eiao-137,Charleux-2014-JPA_Eiao-137,SOURCE,Artefact used as source,MARQUESAS,EIAO,NA,,-8.0,-140.7,,,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,,Whole rock,Sample surface,,,,Charleux-2014-JPA_A,,,4.3,,11.5,,,8.5,,0.1,1.2,,,,,,,,,,,,,,,,,,,,0.0,,,,57.0,24.0,92.0,,,,,,28.0,606.3,,307.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charleux-2014-JPA,Eiao-139,Charleux-2014-JPA_Eiao-139,SOURCE,Artefact used as source,MARQUESAS,EIAO,NA,,-8.0,-140.7,,,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,,Whole rock,Sample surface,,,,Charleux-2014-JPA_A,,,3.9,,11.5,,,8.8,,0.11,1.1,,,,,,,,,,,,,,,,,,,,13.0,,,,126.0,29.0,88.0,,,,,,20.0,589.0,,295.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charleux-2014-JPA,Eiao-140,Charleux-2014-JPA_Eiao-140,SOURCE,Artefact used as source,MARQUESAS,EIAO,NA,,-8.0,-140.7,,,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,,Whole rock,Sample surface,,,,Charleux-2014-JPA_A,,,3.4,,10.6,,,7.4,,0.1,0.7,,,,,,,,,,,,,,,,,,,,0.0,,,,59.0,19.0,69.0,,,,,,21.0,600.2,,302.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charleux-2014-JPA,Eiao-142,Charleux-2014-JPA_Eiao-142,SOURCE,Artefact used as source,MARQUESAS,EIAO,NA,,-8.0,-140.7,,,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,,Whole rock,Sample surface,,,,Charleux-2014-JPA_A,,,3.8,,11.1,,,7.8,,0.1,1.1,,,,,,,,,,,,,,,,,,,,13.0,,,,68.0,24.0,80.0,,,,,,25.0,603.3,,321.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charleux-2014-JPA,Eiao-145,Charleux-2014-JPA_Eiao-145,SOURCE,Artefact used as source,MARQUESAS,EIAO,NA,,-8.0,-140.7,,,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,,Whole rock,Sample surface,,,,Charleux-2014-JPA_A,,,4.2,,11.2,,,7.8,,0.12,1.1,,,,,,,,,,,,,,,,,,,,142.0,,,,83.0,22.0,78.0,,,,,,28.0,609.4,,307.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charleux-2014-JPA,Eiao-146,Charleux-2014-JPA_Eiao-146,SOURCE,Artefact used as source,MARQUESAS,EIAO,NA,,-8.0,-140.7,,,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,,Whole rock,Sample surface,,,,Charleux-2014-JPA_A,,,5.1,,14.6,,,8.0,,0.16,1.1,,,,,,,,,,,,,,,,,,,,155.0,,,,133.0,28.0,130.0,,,,,,28.0,592.1,,303.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charleux-2014-JPA,Eiao-148,Charleux-2014-JPA_Eiao-148,SOURCE,Artefact used as source,MARQUESAS,EIAO,NA,,-8.0,-140.7,,,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,,Whole rock,Sample surface,,,,Charleux-2014-JPA_A,,,4.7,,14.7,,,10.3,,0.17,1.2,,,,,,,,,,,,,,,,,,,,185.0,,,,86.0,17.0,110.0,,,,,,18.0,609.4,,299.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charleux-2014-JPA,Eiao-15,Charleux-2014-JPA_Eiao-15,SOURCE,Artefact used as source,MARQUESAS,EIAO,NA,,-8.0,-140.7,,,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,,Whole rock,Sample surface,,,,Charleux-2014-JPA_A,,,4.7,,10.6,,,8.1,,0.08,1.1,,,,,,,,,,,,,,,,,,,,45.0,,,,47.0,27.0,66.0,,,,,,22.0,631.7,,317.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charleux-2014-JPA,Eiao-153,Charleux-2014-JPA_Eiao-153,SOURCE,Artefact used as source,MARQUESAS,EIAO,NA,,-8.0,-140.7,,,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,,Whole rock,Sample surface,,,,Charleux-2014-JPA_A,,,4.3,,14.6,,,10.2,,0.15,1.1,,,,,,,,,,,,,,,,,,,,95.0,,,,100.0,48.0,109.0,,,,,,20.0,619.5,,305.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charleux-2014-JPA,Eiao-155,Charleux-2014-JPA_Eiao-155,SOURCE,Artefact used as source,MARQUESAS,EIAO,NA,,-8.0,-140.7,,,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,,Whole rock,Sample surface,,,,Charleux-2014-JPA_A,,,4.9,,14.4,,,8.8,,0.15,1.1,,,,,,,,,,,,,,,,,,,,183.0,,,,89.0,26.0,114.0,,,,,,23.0,596.1,,306.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charleux-2014-JPA,Eiao-156,Charleux-2014-JPA_Eiao-156,SOURCE,Artefact used as source,MARQUESAS,EIAO,NA,,-8.0,-140.7,,,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,,Whole rock,Sample surface,,,,Charleux-2014-JPA_A,,,4.7,,12.5,,,8.9,,0.13,1.1,,,,,,,,,,,,,,,,,,,,126.0,,,,79.0,19.0,88.0,,,,,,22.0,608.3,,320.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charleux-2014-JPA,Eiao-157,Charleux-2014-JPA_Eiao-157,SOURCE,Artefact used as source,MARQUESAS,EIAO,NA,,-8.0,-140.7,,,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,,Whole rock,Sample surface,,,,Charleux-2014-JPA_A,,,5.0,,13.0,,,8.2,,0.12,1.2,,,,,,,,,,,,,,,,,,,,34.0,,,,116.0,29.0,103.0,,,,,,26.0,603.3,,297.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charleux-2014-JPA,Eiao-158,Charleux-2014-JPA_Eiao-158,SOURCE,Artefact used as source,MARQUESAS,EIAO,NA,,-8.0,-140.7,,,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,,Whole rock,Sample surface,,,,Charleux-2014-JPA_A,,,4.2,,14.3,,,10.1,,0.15,1.1,,,,,,,,,,,,,,,,,,,,111.0,,,,57.0,40.0,103.0,,,,,,20.0,594.1,,299.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charleux-2014-JPA,Eiao-159,Charleux-2014-JPA_Eiao-159,SOURCE,Artefact used as source,MARQUESAS,EIAO,NA,,-8.0,-140.7,,,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,,Whole rock,Sample surface,,,,Charleux-2014-JPA_A,,,4.5,,15.9,,,9.5,,0.19,1.1,,,,,,,,,,,,,,,,,,,,265.0,,,,113.0,8.0,130.0,,,,,,35.0,583.9,,312.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charleux-2014-JPA,Eiao-16,Charleux-2014-JPA_Eiao-16,SOURCE,Artefact used as source,MARQUESAS,EIAO,NA,,-8.0,-140.7,,,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,,Whole rock,Sample surface,,,,Charleux-2014-JPA_A,,,4.2,,11.5,,,8.4,,0.11,1.3,,,,,,,,,,,,,,,,,,,,0.0,,,,62.0,22.0,79.0,,,,,,25.0,592.1,,335.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charleux-2014-JPA,Eiao-160,Charleux-2014-JPA_Eiao-160,SOURCE,Artefact used as source,MARQUESAS,EIAO,NA,,-8.0,-140.7,,,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,,Whole rock,Sample surface,,,,Charleux-2014-JPA_A,,,4.8,,14.1,,,9.0,,0.16,1.0,,,,,,,,,,,,,,,,,,,,65.0,,,,81.0,30.0,121.0,,,,,,24.0,590.0,,304.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charleux-2014-JPA,Eiao-161,Charleux-2014-JPA_Eiao-161,SOURCE,Artefact used as source,MARQUESAS,EIAO,NA,,-8.0,-140.7,,,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,,Whole rock,Sample surface,,,,Charleux-2014-JPA_A,,,4.0,,12.0,,,7.3,,0.11,0.7,,,,,,,,,,,,,,,,,,,,0.0,,,,54.0,16.0,61.0,,,,,,23.0,585.0,,303.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charleux-2014-JPA,Eiao-162,Charleux-2014-JPA_Eiao-162,SOURCE,Artefact used as source,MARQUESAS,EIAO,NA,,-8.0,-140.7,,,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,,Whole rock,Sample surface,,,,Charleux-2014-JPA_A,,,4.5,,14.8,,,10.0,,0.16,0.9,,,,,,,,,,,,,,,,,,,,39.0,,,,97.0,18.0,121.0,,,,,,21.0,576.8,,308.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charleux-2014-JPA,Eiao-163,Charleux-2014-JPA_Eiao-163,SOURCE,Artefact used as source,MARQUESAS,EIAO,NA,,-8.0,-140.7,,,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,,Whole rock,Sample surface,,,,Charleux-2014-JPA_A,,,5.1,,14.6,,,9.8,,0.18,1.1,,,,,,,,,,,,,,,,,,,,99.0,,,,87.0,26.0,106.0,,,,,,23.0,576.8,,316.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charleux-2014-JPA,Eiao-164,Charleux-2014-JPA_Eiao-164,SOURCE,Artefact used as source,MARQUESAS,EIAO,NA,,-8.0,-140.7,,,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,,Whole rock,Sample surface,,,,Charleux-2014-JPA_A,,,4.5,,14.8,,,9.3,,0.13,1.0,,,,,,,,,,,,,,,,,,,,99.0,,,,67.0,10.0,113.0,,,,,,24.0,583.9,,297.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charleux-2014-JPA,Eiao-165,Charleux-2014-JPA_Eiao-165,SOURCE,Artefact used as source,MARQUESAS,EIAO,NA,,-8.0,-140.7,,,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,,Whole rock,Sample surface,,,,Charleux-2014-JPA_A,,,4.1,,10.8,,,8.5,,0.11,1.2,,,,,,,,,,,,,,,,,,,,0.0,,,,40.0,0.0,59.0,,,,,,28.0,591.1,,319.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charleux-2014-JPA,Eiao-168,Charleux-2014-JPA_Eiao-168,SOURCE,Artefact used as source,MARQUESAS,EIAO,NA,,-8.0,-140.7,,,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,,Whole rock,Sample surface,,,,Charleux-2014-JPA_A,,,4.4,,14.2,,,9.8,,0.17,1.3,,,,,,,,,,,,,,,,,,,,23.0,,,,79.0,24.0,109.0,,,,,,19.0,605.3,,312.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charleux-2014-JPA,Eiao-169,Charleux-2014-JPA_Eiao-169,SOURCE,Artefact used as source,MARQUESAS,EIAO,NA,,-8.0,-140.7,,,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,,Whole rock,Sample surface,,,,Charleux-2014-JPA_A,,,4.7,,15.0,,,9.9,,0.15,1.0,,,,,,,,,,,,,,,,,,,,118.0,,,,71.0,35.0,163.0,,,,,,25.0,585.0,,305.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charleux-2014-JPA,Eiao-17,Charleux-2014-JPA_Eiao-17,SOURCE,Artefact used as source,MARQUESAS,EIAO,NA,,-8.0,-140.7,,,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,,Whole rock,Sample surface,,,,Charleux-2014-JPA_A,,,4.6,,12.4,,,8.4,,0.11,1.0,,,,,,,,,,,,,,,,,,,,70.0,,,,82.0,7.0,73.0,,,,,,21.0,604.3,,309.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charleux-2014-JPA,Eiao-170,Charleux-2014-JPA_Eiao-170,SOURCE,Artefact used as source,MARQUESAS,EIAO,NA,,-8.0,-140.7,,,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,,Whole rock,Sample surface,,,,Charleux-2014-JPA_A,,,4.2,,14.0,,,7.6,,0.17,0.8,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,24.0,130.0,,,,,,23.0,593.1,,294.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
